run_mode,experiment_name,base_log_feature,learning_rate,numeric_features,embedding_features,split,rows,log_mae,log_rmse,price_per_m2_mae,price_per_m2_mape,total_price_mae_manwon,abs_pct_error_p95,abs_pct_error_p99,error_gt_10pct_rate,error_gt_10pct_rows,error_gt_20pct_rate,error_gt_20pct_rows,error_gt_30pct_rate,error_gt_30pct_rows,error_gt_50pct_rate,error_gt_50pct_rows
full,F32_floor_bucket_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",test,442008,0.06200838000420684,0.10149717977019543,37.14274589115527,0.06213006951926832,2952.0632066277003,0.19003659392068442,0.34701116686843697,0.1764628694503267,77998,0.04435666322781488,19606,0.015049501366491105,6652,0.0035926951548388266,1588
full,F32_floor_bucket_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",recent_holdout,209468,0.06532286813464969,0.10595185119074044,38.87788948072523,0.06582612528821209,2992.822184581571,0.19851855382255235,0.3648934654801275,0.19150419157102755,40114,0.04917696259094468,10301,0.0171529780205091,3593,0.004248859014264709,890
full,F33_floor_interactions_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",train,2342081,0.07246810324902615,0.12164178968256122,30.52894308856062,0.07389333740462413,2345.222945533439,0.21608991187743756,0.42530341253047615,0.2180778546941801,510756,0.05952484136970498,139412,0.023015429440740948,53904,0.006822992031445539,15980
full,F33_floor_interactions_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",valid,384432,0.06287044356048442,0.10147396282957727,32.83441022150769,0.06334387538625381,2612.3602932730814,0.18974082424963495,0.3452199905877444,0.18263307945228285,70210,0.04407541515794731,16944,0.014785449702418112,5684,0.0035767053731219044,1375
full,F33_floor_interactions_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",test,442008,0.06185238215585301,0.10111095684258642,37.20263544713014,0.06199149381037894,2958.2824716448167,0.18919234785727776,0.34674940192481146,0.17563483013882103,77632,0.043883821107310275,19397,0.015006515719172504,6633,0.0035700711299343,1578
full,F33_floor_interactions_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket""]",recent_holdout,209468,0.06515412097861079,0.10560068871272413,38.89334641293687,0.06566445624612906,2994.099084850476,0.19818251508850668,0.36392381964063997,0.1905637137892184,39917,0.04885710466515172,10234,0.01704795004487559,3571,0.0042058930242328185,881
full,F34_floor_full_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",train,2342081,0.0723490977939348,0.12134865844753427,30.47561636540693,0.073746988147433,2340.3235009134137,0.21562123926251506,0.424685421176161,0.21736993724811396,509098,0.059234928253975846,138733,0.02293857471197623,53724,0.0068059132028311575,15940
full,F34_floor_full_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",valid,384432,0.06273334129686647,0.10126016533268505,32.77837287286914,0.06318727265739661,2606.8358292067023,0.18913352362575503,0.3449075103855746,0.181813688766804,69895,0.043789278728097555,16834,0.014741228617804969,5667,0.003566300412036459,1371
full,F34_floor_full_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",test,442008,0.061699122022550436,0.10087966662768381,37.10568350557768,0.06182069967543581,2949.303487599826,0.18869834494174254,0.34650162172420856,0.1745782881757796,77165,0.04353993592876147,19245,0.014925069229516207,6597,0.0035791207398961104,1582
full,F34_floor_full_huber_010,log_complex_prev_price_per_m2,0.001,"[""area_m2"", ""floor"", ""is_basement_floor"", ""age_years"", ""log_complex_prev_price_per_m2"", ""complex_prev_missing"", ""prev_deal_gap_months"", ""log_complex_prev2_price_per_m2"", ""prev2_missing"", ""prev2_gap_months"", ""prev1_prev2_log_return"", ""prev1_prev2_gap_months"", ""log_exact_prev1_price_per_m2"", ""exact_prev1_missing"", ""exact_prev1_gap_months"", ""log_exact_prev2_price_per_m2"", ""exact_prev2_missing"", ""exact_prev2_gap_months"", ""exact_prev1_prev2_log_return"", ""exact_prev1_prev2_gap_months"", ""exact_prev1_area_abs_diff"", ""exact_prev2_area_abs_diff"", ""wide_prev1_present_exact_missing"", ""floor_abs"", ""floor_log1p_abs"", ""is_first_floor"", ""is_low_floor_1_3"", ""is_mid_floor_4_10"", ""is_high_floor_15p"", ""is_very_high_floor_25p"", ""floor_area_interaction"", ""floor_age_interaction"", ""low_floor_age_interaction"", ""high_floor_area_interaction""]","[""legal_dong_code"", ""sgg_code"", ""prev_deal_gap_bucket"", ""floor_bucket""]",recent_holdout,209468,0.06500517856172328,0.10536897422269902,38.80039282351164,0.06548688595098626,2985.6459829930864,0.19755382826892312,0.3639772457739583,0.1893033780816163,39653,0.048584986728283076,10177,0.016938148070349646,3548,0.004215441022017683,883
